1000 15000
0 322 710
462 794 4226
454 547 2273
395 722 18
353 999 46550
410 214 5069
581 943 5557
472 794 5570
626 74 2601
196 749 4535
548 89 3511
331 855 1736
511 782 3450
652 710 4397
826 348 6831
414 615 489
998 820 4485
545 999 56500
364 3 5824
974 55 3124
531 53 1130
509 611 1094
151 629 733
460 595 1251
337 143 1983
563 40 5583
62 338 6807
131 456 3970
220 49 2125
385 777 3395
185 802 3763
475 117 3485
867 366 689
844 719 3128
629 560 1954
197 144 1863
916 932 1680
29 582 3719
102 671 6450
392 133 1364
33 211 5104
562 609 4356
381 890 201
284 396 247
339 906 3680
896 76 1274
494 401 6499
48 325 5186
98 491 4537
300 197 5588
241 459 593
368 25 2831
386 992 3647
143 209 2305
278 593 5580
775 505 1192
313 71 6027
952 477 963
21 927 621
916 714 5240
771 576 2077
773 221 1715
112 328 499
895 233 1604
617 315 5677
4 10 2138
547 503 1255
49 645 6218
932 768 5595
293 500 6943
0 492 42580
660 516 3620
862 456 3560
502 12 1795
615 880 628
437 423 3772
855 608 3285
894 10 946
131 725 961
603 705 3681
127 292 3093
252 312 4229
685 477 6547
170 502 5496
661 411 2860
436 74 3736
377 151 2603
145 740 6526
11 382 1115
0 897 50640
333 649 1755
982 945 1230
884 235 584
756 712 2680
704 706 5447
247 37 6418
290 978 1669
400 510 4363
21 495 3512
9 991 2803
964 38 5558
634 217 5330
785 469 2931
351 290 1288
117 679 1583
45 194 352
613 944 4796
467 183 6834
437 999 19510
775 492 231
730 87 386
481 521 5826
687 697 1627
939 188 6218
137 999 560
265 329 2225
461 485 299
922 507 4625
301 267 4976
469 398 166
438 33 5723
957 999 47960
142 433 884
878 79 4547
857 684 1714
8 951 2431
902 899 2623
432 520 3542
249 374 3729
844 171 790
931 245 6160
402 246 5663
50 354 3738
656 822 6620
773 418 189
601 733 1347
596 294 4040
382 999 33080
429 732 1117
517 881 1069
187 985 4524
808 990 221
360 737 5334
760 489 1446
450 785 3695
283 193 3605
25 392 420
130 757 1696
160 21 4949
814 115 6
464 429 2377
753 593 4821
0 381 52510
550 161 4854
668 690 6056
586 709 6073
566 613 5353
630 807 3016
159 590 5924
945 388 3396
720 611 6948
741 639 5938
402 78 3156
200 980 6398
858 999 67150
108 589 657
830 139 2791
506 550 3175
400 743 1655
548 682 3070
933 421 1222
899 736 3276
701 424 3862
564 70 5886
37 184 2195
323 161 6435
75 956 4113
966 715 780
8 437 1851
756 407 2300
199 17 5127
253 590 447
869 820 5958
909 113 3875
575 926 6798
326 766 5115
695 90 5378
200 813 2670
594 632 4141
0 181 13800
666 212 3669
729 773 6477
0 654 52540
682 325 4295
587 955 5871
469 771 742
371 772 1795
911 490 2312
664 741 2660
312 144 511
129 166 2942
165 478 3913
265 309 414
401 331 131
572 19 200
928 982 5204
662 530 6019
711 369 2188
129 70 2649
177 770 1383
694 256 5402
567 334 2643
28 643 2851
636 680 6441
414 76 6075
392 143 4494
649 952 3967
470 413 839
340 153 3045
342 548 5194
514 772 4261
108 845 5536
126 267 2200
99 999 51290
442 443 4262
982 496 6357
151 375 4490
693 825 4954
971 783 1322
95 861 3676
179 77 1054
649 640 6829
678 765 871
506 414 6426
118 618 6632
154 628 4313
591 578 2636
234 410 3407
752 847 804
719 468 2094
500 741 903
796 214 1918
196 470 5126
831 377 3193
212 511 945
78 612 1202
558 814 3463
977 717 2401
92 917 571
4 886 1746
283 192 552
649 539 2400
355 947 2294
135 760 114
997 191 6203
678 390 3029
319 128 5986
518 759 3770
788 831 6172
784 146 2807
82 393 5330
185 61 1207
415 916 4290
224 469 1788
166 526 2531
692 441 2895
269 6 4855
314 616 1371
512 458 3260
690 578 4570
210 31 4580
87 179 1377
806 54 1664
665 953 2539
997 802 4549
620 367 3822
895 735 927
991 391 1240
762 519 3595
963 4 6265
339 314 1616
135 914 784
822 415 2022
470 90 2818
311 240 6768
59 114 129
318 387 66
802 982 166
484 841 772
141 263 4224
262 778 2715
457 452 4078
928 588 4994
800 864 2425
315 997 314
956 579 2301
96 854 6106
737 557 5042
768 913 6781
816 393 2359
326 313 3644
166 442 5978
774 37 1811
853 919 2211
225 695 3495
392 147 276
510 164 4358
466 117 4953
949 797 5655
846 369 316
885 504 5685
818 731 6982
476 995 5640
954 903 6590
831 404 1214
94 16 4694
497 811 6574
583 933 1327
0 151 2400
547 838 2536
911 206 5096
626 279 6942
159 430 5483
246 86 1677
417 784 4304
0 984 21200
435 188 4981
465 52 2984
898 333 2598
208 999 27480
954 563 6312
601 755 5449
897 688 2558
717 775 3008
819 131 2552
855 226 1725
908 487 5776
976 167 3800
977 991 5699
524 613 367
974 919 4749
958 356 5089
471 183 6595
792 274 4550
941 995 2896
107 274 1221
625 775 5930
639 645 6727
818 310 3699
578 465 3118
196 360 6592
222 933 4021
548 435 2649
193 276 6325
280 986 27
142 802 3429
254 115 4210
651 47 2745
355 2 1615
112 498 3874
911 862 4893
466 395 4154
446 40 1586
625 281 5966
678 751 3950
529 656 1838
569 837 3110
337 646 2634
65 273 6624
736 598 3359
954 436 1348
965 735 4789
82 743 2402
775 544 4983
120 177 692
981 361 4883
818 485 6408
335 780 6056
250 918 1429
970 161 4709
798 482 2311
9 3 4536
40 968 5810
310 237 446
537 166 3372
509 254 302
817 55 2544
347 422 686
665 31 3051
368 462 3003
928 963 2389
744 186 4267
867 279 199
128 803 1916
614 960 6867
773 963 6482
376 589 1614
0 90 41160
996 319 2433
119 494 9
623 186 5925
355 575 4424
901 459 4604
558 769 4047
971 771 4529
607 850 4787
380 528 4159
306 328 3250
436 38 1543
732 999 30350
788 386 5428
927 789 4842
771 835 2414
957 345 2483
359 615 688
726 525 5788
59 446 1518
262 638 6995
76 668 3132
716 439 6060
90 640 4209
548 267 3776
188 298 5180
573 271 3491
73 885 5315
947 480 158
114 494 5659
965 215 3862
953 999 34160
3 460 5149
575 442 2469
661 12 4840
307 979 4340
916 447 3345
173 940 4262
381 919 4590
122 390 4525
639 368 6859
114 235 5574
987 895 4927
814 610 5774
503 4 4244
409 140 3697
126 33 3812
29 871 2438
878 90 801
574 742 5936
197 422 1169
745 458 3760
112 82 400
149 168 3103
480 11 5604
243 574 6865
585 563 4972
44 831 2921
503 688 2870
369 494 3668
26 702 4473
238 548 1457
35 957 526
79 644 1457
436 902 6251
400 479 5782
367 266 3238
516 448 4052
425 333 1717
62 257 5673
858 397 3407
698 980 5513
675 500 3946
916 49 2735
914 302 806
222 39 6356
662 65 6293
440 175 3923
180 872 2490
481 318 2496
0 133 16120
178 138 6411
89 366 1776
652 160 3606
0 128 55910
838 966 72
605 361 4221
286 371 6664
594 602 6899
568 516 1541
305 525 2450
501 991 1718
45 391 3232
69 14 3792
455 773 3288
663 67 2087
994 860 695
505 601 6638
362 345 1264
215 669 2514
962 871 6437
447 296 3520
118 497 2919
280 753 2845
506 764 4299
456 912 887
193 417 2952
522 735 4557
635 923 1986
887 21 2919
405 112 1664
455 142 1930
88 999 14780
986 740 1058
897 321 2198
755 866 1160
441 212 6189
941 63 6146
958 480 3033
407 341 878
328 556 5858
336 839 980
0 61 45210
528 286 1033
233 892 2173
446 240 2820
336 683 4416
422 711 2146
499 407 4505
710 955 620
403 890 6252
512 223 4290
595 193 1009
678 200 3528
39 956 6336
742 754 6215
348 387 3878
407 101 5532
166 358 614
664 527 2104
409 676 2870
421 852 2057
49 475 5683
425 651 2753
740 576 5454
353 387 1041
350 416 6618
950 112 5469
274 595 4042
760 895 2573
503 155 4511
411 526 6796
420 526 3687
845 671 4602
998 977 1067
202 718 1901
507 421 4192
545 883 5619
938 479 4371
696 537 1775
852 317 1186
264 224 982
952 786 3467
469 427 584
227 531 5335
217 823 2540
499 394 4781
723 190 4810
269 213 4152
533 572 5884
594 74 3163
346 956 723
966 675 1870
968 629 5603
160 924 6891
604 469 5934
666 110 4124
837 696 3117
163 956 2401
739 411 1055
802 184 6774
844 819 2788
933 330 642
508 56 3080
713 789 1283
444 439 4222
949 886 4381
67 219 1060
929 82 491
787 767 3649
377 136 6233
791 512 2254
102 978 2855
944 365 3048
993 736 1938
455 857 6782
641 240 5980
415 635 1974
35 347 688
690 972 2468
61 407 3511
858 535 3488
18 169 3418
99 527 1360
166 800 3886
40 730 3280
878 514 3651
903 869 1002
550 105 3445
297 100 4070
160 703 3186
674 544 5426
515 461 4550
272 175 6773
677 627 6185
865 465 3143
15 977 2909
683 565 1651
752 922 3056
160 992 5358
919 454 5176
247 351 6474
169 805 6153
458 367 3300
128 240 6945
266 481 3570
507 332 2014
986 104 137
872 125 2610
988 79 1048
458 822 5224
83 772 3636
703 430 1578
647 234 3009
295 129 4835
916 386 29
850 999 68370
7 984 831
814 999 19360
18 179 1446
825 991 643
801 740 2364
331 272 503
931 687 4533
33 499 5810
475 340 3192
742 352 3799
58 730 3788
19 999 42750
0 353 9930
881 597 1352
821 512 6336
181 163 2880
617 945 781
831 670 5621
232 727 6135
175 999 69150
58 748 348
768 504 6224
652 178 442
707 21 27
822 898 2879
270 186 2222
402 741 5361
176 232 2902
273 200 6874
852 410 524
114 826 975
971 559 6350
609 212 838
2 999 55130
963 524 4209
282 445 5818
539 914 1466
60 984 2793
679 699 5849
203 321 444
388 326 3667
104 538 292
290 934 6299
0 540 14450
386 745 4459
790 818 6301
306 672 2431
656 999 23620
549 591 1732
972 292 5123
264 830 3762
601 61 481
204 574 4701
927 145 3895
99 60 1584
90 986 319
795 604 3468
377 343 1576
832 201 5668
234 946 99
614 529 2804
12 296 1024
309 23 4115
555 235 2312
658 771 3388
780 416 4332
970 81 3653
722 999 23440
589 399 2439
103 151 5418
21 984 6676
338 964 183
217 405 2183
978 863 3764
0 363 22510
736 442 5173
212 635 3327
425 763 5031
121 704 2640
924 666 3285
235 682 6442
653 3 3963
70 475 5969
264 908 5855
932 999 3570
0 484 28760
717 623 4459
224 12 5439
744 413 4046
826 951 6704
71 419 6101
464 791 5938
888 683 1676
409 575 4606
682 876 2986
808 646 3128
69 95 5308
319 688 1700
395 270 1197
812 177 1381
71 289 1926
126 231 5885
5 91 3071
112 800 4067
986 443 1304
123 314 763
34 999 30220
810 987 1431
968 916 3146
345 744 4662
526 580 5574
704 173 1050
547 71 5071
714 503 6664
281 113 3777
977 64 3705
158 934 2646
126 97 3167
923 320 4727
453 778 4531
302 606 265
781 61 5158
901 760 3947
446 756 4660
404 282 5533
698 619 6682
767 19 3684
26 391 1431
798 309 2453
523 519 4295
675 375 3303
355 268 3220
69 217 2337
962 211 5743
636 18 6672
898 253 5465
326 350 545
614 937 4920
250 247 3224
870 927 4610
877 384 2725
209 242 6701
208 434 1612
291 442 258
27 460 5614
572 41 2179
102 450 4733
27 996 2595
900 392 1991
704 311 1669
679 894 2129
303 64 2052
463 531 6213
3 744 4187
385 669 3520
845 704 975
858 532 4616
848 239 346
559 400 1935
450 4 6869
411 542 5035
183 361 5356
418 525 1872
27 999 25550
621 389 5309
66 701 4823
902 878 130
221 227 198
479 380 1197
239 638 1730
53 384 1533
901 886 5431
929 777 1110
96 2 4374
931 429 4491
910 290 1862
423 848 2722
873 872 5103
419 738 5949
23 787 3295
510 925 3437
538 89 3650
870 469 2928
348 326 580
180 629 1554
986 627 2747
75 139 4297
457 999 66460
611 500 4114
932 74 4823
60 594 274
0 893 36390
322 932 3028
907 71 3816
0 979 53440
738 601 2638
53 825 55
791 450 5076
445 856 727
560 109 5284
440 469 5973
674 90 2540
27 385 3181
539 411 2048
452 96 5141
0 48 67790
825 5 4042
543 781 4110
80 59 1624
235 201 6788
680 146 4409
341 769 2882
315 133 6817
156 548 5488
97 455 90
943 692 6136
950 559 2181
31 769 2560
468 432 4710
27 209 967
87 144 5640
104 250 5327
466 400 2110
732 411 3398
506 10 3135
273 48 2855
208 990 5401
467 421 3049
753 668 2848
405 346 4322
476 940 415
390 601 300
355 279 2
130 345 5773
603 948 5070
911 982 3756
382 756 5889
875 913 2316
211 482 3124
946 321 1559
350 976 576
529 326 6107
414 143 1597
417 301 3522
130 93 3304
881 385 5748
874 988 3062
189 693 4348
298 270 3408
342 910 1258
958 890 1471
401 908 4990
12 247 3076
824 124 3935
959 442 1562
111 103 5159
683 237 5639
386 320 5148
954 787 6616
236 576 1628
0 889 28140
398 66 3648
98 707 4722
690 429 1442
790 221 647
264 653 212
86 807 2834
350 777 4113
352 929 6996
440 698 571
54 595 3861
560 846 4467
780 468 1545
543 33 2686
574 953 5903
0 297 63270
56 439 1780
430 86 6213
387 257 4208
433 475 1573
373 420 940
0 736 12040
674 327 6258
564 374 6186
186 567 2301
325 45 3833
375 595 1174
160 554 1798
421 401 2338
307 231 4630
127 375 2686
393 410 4153
864 760 6604
831 242 5698
772 847 3432
949 154 137
576 932 1427
678 734 857
584 639 784
46 690 3192
64 256 5544
284 952 2708
798 513 4888
394 327 943
940 992 5292
592 683 4509
292 51 6433
204 554 374
283 920 6066
815 166 1135
885 763 6535
374 192 6606
843 692 5654
752 916 3122
698 111 1376
812 428 6842
781 700 6361
883 859 1482
660 589 3771
614 618 2968
925 459 761
760 726 3498
16 557 3926
486 819 2473
93 598 5992
168 929 511
803 829 1591
302 324 6074
607 610 2152
643 447 1648
626 88 3195
866 910 5331
197 456 6093
809 928 2748
15 247 2647
818 684 3703
106 845 5196
478 697 4808
723 301 2127
741 315 285
979 890 5587
646 691 5922
473 60 995
0 866 31710
143 342 1017
539 561 4828
665 907 686
326 219 6129
276 263 4496
834 34 147
838 141 3306
244 509 16
319 407 5376
368 748 3714
815 196 4893
381 947 2871
132 30 2403
400 237 4363
168 612 5119
608 901 1932
820 157 4686
149 321 4845
151 558 465
716 631 1457
26 276 3717
620 133 1424
0 342 6300
667 808 4304
717 474 6372
444 261 4300
624 934 1386
427 630 2701
868 747 895
733 389 5849
0 659 47850
851 414 4681
27 428 5741
565 483 12
805 133 1109
353 847 6977
933 721 4094
680 255 5474
987 87 2083
816 966 2495
756 674 319
408 638 3474
422 154 5481
880 139 2478
190 83 3272
538 406 4606
743 655 5892
13 928 191
333 958 4100
441 445 1747
344 141 5810
676 311 1621
1 776 824
80 15 727
46 62 4921
900 747 3162
255 39 285
976 422 1303
676 852 5300
897 917 3675
721 416 4428
245 999 36350
589 906 2304
312 23 3351
602 28 5689
528 933 6943
201 410 3691
797 480 4308
692 588 2338
490 282 1849
916 786 4463
876 509 5466
745 596 5386
478 989 4138
74 999 55910
463 555 634
855 992 4912
518 313 4803
8 177 939
238 973 1830
715 636 375
630 471 6545
63 5 3376
401 849 4206
752 999 18810
596 524 1804
135 66 308
6 656 508
179 826 4137
543 679 2428
623 135 3226
527 660 6927
134 441 1428
955 48 1808
832 475 6494
361 808 1847
84 160 232
693 308 4340
784 999 42220
843 391 352
433 999 57790
133 714 2058
538 553 6400
399 699 1310
284 326 2206
341 616 5854
817 111 5909
761 437 2144
92 133 4340
28 492 2988
280 875 361
0 53 22630
907 999 35190
141 572 1763
951 252 6329
0 546 3860
21 175 4947
369 327 3029
939 134 149
116 334 2938
802 635 4208
438 863 3598
762 85 1721
519 758 5908
184 840 5539
325 788 6977
766 401 4465
445 682 3161
998 584 5178
568 25 2056
64 226 3695
782 674 1988
8 810 4912
140 379 6403
420 962 3110
72 94 2046
609 676 5486
755 646 2428
988 167 1070
788 325 2803
219 781 281
43 395 5737
918 785 6421
771 87 1967
1 796 5553
744 505 3862
504 644 3864
876 734 450
784 563 493
897 787 6014
888 591 4762
554 991 6476
676 553 2522
970 734 6576
0 469 1930
42 761 4242
125 354 6512
917 869 1106
575 711 3775
283 546 3311
167 963 2301
562 987 124
49 122 5286
222 998 5423
0 324 55810
412 110 3787
732 786 1941
161 49 5304
526 432 2408
446 105 5581
105 767 5150
836 649 540
268 681 2727
463 385 4489
368 962 1144
883 795 5288
992 576 6666
704 6 6168
388 873 2097
117 885 6979
283 502 5718
410 244 6239
453 349 1589
348 999 61840
209 956 5037
206 240 3605
857 762 5862
317 974 53
702 274 6058
568 793 3569
772 520 6219
855 56 2489
977 228 4313
851 692 6061
852 126 3808
849 301 3728
0 89 57290
512 193 1569
769 770 1346
948 313 6723
47 959 5561
389 224 462
241 161 5777
374 915 2925
926 354 2246
443 306 5792
408 830 1688
869 396 2799
195 930 5863
248 904 6404
854 308 2318
334 687 6321
9 575 728
733 792 6492
189 759 2663
261 257 1927
90 164 1220
302 560 1005
297 628 2262
916 293 4254
9 513 2819
754 753 6298
386 163 4119
818 878 5929
236 661 3548
518 747 3570
58 670 152
380 15 781
861 671 6646
126 538 3385
784 621 4334
890 386 1810
563 407 5654
596 617 6857
732 645 6064
811 407 689
763 807 3651
694 746 885
372 805 4891
672 120 5579
977 637 1428
977 258 5936
686 501 730
526 806 5416
659 498 2333
588 909 6964
881 581 6722
630 297 4909
627 636 3125
953 369 1082
419 338 4433
57 999 46860
969 12 1474
978 358 587
895 280 1266
811 155 5268
709 683 6454
836 386 6994
155 327 4461
171 478 2949
527 918 114
113 179 6214
333 999 67450
617 453 4598
977 563 84
152 560 4146
257 475 2422
289 465 5754
396 512 4318
893 233 35
188 77 6248
969 430 4806
204 941 1803
227 161 6734
504 774 4431
256 851 2811
313 815 134
201 333 2138
661 22 5367
169 447 268
836 124 5160
588 511 1923
796 553 1399
0 686 46130
210 501 393
0 268 5720
440 827 5548
991 209 3917
20 402 1536
469 988 2107
486 413 4950
890 999 22500
133 399 271
733 345 2405
608 612 1785
681 19 4230
474 454 4956
70 382 5603
289 537 2648
461 831 5210
547 595 1131
269 845 6745
273 637 6174
666 834 3860
66 416 608
776 835 6463
115 196 6733
182 195 6835
301 592 6629
979 784 6794
108 918 5875
512 626 2985
700 430 2154
699 751 5237
68 34 1575
389 873 342
965 103 3997
88 425 4068
105 466 4953
437 741 6786
123 873 5266
962 35 2296
508 595 1308
550 908 1856
750 382 6815
85 251 4768
592 238 2608
391 608 6541
26 477 6849
398 201 5751
520 744 1058
799 745 6674
681 718 4028
150 961 348
426 509 1171
0 157 52630
69 129 6885
978 661 3725
165 427 5740
414 126 5138
876 18 6608
269 182 2203
0 918 16080
488 804 3789
439 906 3791
851 395 2664
446 155 5938
264 897 1287
224 525 6802
963 317 3335
814 235 1220
892 410 6215
392 973 448
244 456 3939
352 386 2926
67 558 3181
920 875 2401
739 139 3619
780 420 5250
127 967 1106
800 639 6531
86 619 2647
904 979 1263
14 219 4117
729 477 3
123 926 1785
911 928 4040
796 477 3016
0 259 63900
382 211 6729
154 3 721
429 417 861
47 321 1262
34 796 3159
542 751 2331
421 819 2055
414 998 2034
252 169 2878
500 436 1077
179 379 5781
0 815 16710
97 211 3163
814 872 2571
727 999 5890
683 419 2289
844 347 2359
565 940 2234
775 709 5772
834 456 5840
731 999 16250
239 170 1293
891 972 6649
361 918 603
511 913 6958
688 693 6938
202 309 6248
455 616 4938
762 999 50320
824 206 1069
33 805 1179
588 765 2973
250 606 2557
759 127 3047
238 600 5620
604 939 5055
536 772 5925
346 109 6460
437 827 712
502 46 1472
269 543 1429
388 935 4250
812 270 3722
663 536 2806
430 297 2856
228 283 4902
549 334 2202
362 856 3636
666 573 1067
259 852 3750
923 968 6931
60 459 2183
206 909 5682
582 2 5763
574 87 3527
387 873 2950
317 550 1680
589 558 3321
699 426 5442
180 663 3901
913 325 5100
427 289 3923
976 10 2769
868 377 4980
113 59 2485
577 225 6670
693 880 832
264 489 2424
161 227 148
948 389 2829
746 295 3811
0 564 37490
390 345 2678
815 124 3983
345 643 834
899 303 1593
610 609 4755
294 649 3935
339 305 4265
230 134 357
850 487 1646
466 623 4893
153 436 6352
107 888 1076
594 253 6618
363 720 3117
126 457 1639
945 635 5247
302 284 5950
173 771 5281
782 680 6866
856 75 6402
518 275 373
0 547 66520
852 722 3464
429 724 6987
103 285 6047
851 326 1549
786 758 6384
135 999 3920
292 418 1750
698 17 1837
91 166 1582
424 298 172
911 957 1102
708 818 1029
49 874 156
701 804 6822
712 309 91
24 999 31360
166 771 5231
439 233 2518
435 360 4937
954 692 4451
835 44 6743
633 903 6465
843 639 5618
717 14 1846
869 573 1987
926 515 628
168 641 167
505 252 5564
867 497 6553
376 877 5008
117 721 3087
28 73 834
898 577 4987
81 108 4820
525 908 44
143 199 2609
649 867 6133
884 158 575
692 308 6845
85 884 6242
286 310 6576
479 281 6948
285 410 2008
939 520 5891
343 443 135
41 683 450
52 541 585
410 984 27
633 250 2715
808 334 5767
861 411 5777
861 701 5682
499 740 68
286 232 5371
26 104 1554
802 72 6181
188 660 4716
598 35 6607
734 242 2856
344 615 4645
416 271 1137
635 40 6642
93 152 1361
67 491 5340
135 770 4857
627 714 623
736 735 1977
598 616 6382
342 257 77
245 537 1125
683 662 2305
213 173 3879
764 289 2744
33 560 2048
416 42 5380
401 368 747
16 999 36470
992 35 4112
690 736 4504
126 976 3955
763 192 5703
819 7 532
354 545 3151
400 124 3095
721 967 1064
189 999 42860
369 782 1890
112 769 5082
